"Notes"	"Year"	"Year Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	Crude Rate
	"2013"	"2013"	"Other diseases of intestines"	"K55-K63"	20978	316128839	6.6
	"2013"	"2013"	"Diseases of peritoneum"	"K65-K66"	1959	316128839	0.6
	"2013"	"2013"	"Diseases of liver"	"K70-K76"	48612	316128839	15.4
	"2013"	"2013"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	8234	316128839	2.6
	"2013"	"2013"	"Other diseases of the digestive system"	"K90-K92"	8718	316128839	2.8
	"2013"	"2013"	"Infections of the skin and subcutaneous tissue"	"L00-L08"	2266	316128839	0.7
	"2013"	"2013"	"Bullous disorders"	"L10-L13"	138	316128839	0.0
	"2013"	"2013"	"Dermatitis and eczema"	"L20-L30"	15	316128839	Unreliable
	"2013"	"2013"	"Papulosquamous disorders"	"L40-L44"	43	316128839	0.0
	"2013"	"2013"	"Urticaria and erythema"	"L50-L53"	120	316128839	0.0
	"2013"	"2013"	"Disorders of skin appendages"	"L60-L75"	9	316128839	Unreliable
	"2013"	"2013"	"Other disorders of the skin and subcutaneous tissue"	"L80-L98"	1739	316128839	0.6
	"2013"	"2013"	"Arthropathies"	"M00-M25"	3856	316128839	1.2
	"2013"	"2013"	"Systemic connective tissue disorders"	"M30-M35"	3987	316128839	1.3
	"2013"	"2013"	"Dorsopathies"	"M40-M54"	1338	316128839	0.4
	"2013"	"2013"	"Soft tissue disorders"	"M60-M79"	1651	316128839	0.5
	"2013"	"2013"	"Osteopathies and chondropathies"	"M80-M94"	2694	316128839	0.9
	"2013"	"2013"	"Other disorders of the musculoskeletal system and connective tissue"	"M95-M99"	8	316128839	Unreliable
	"2013"	"2013"	"Glomerular diseases"	"N00-N07"	599	316128839	0.2
	"2013"	"2013"	"Renal tubulo-interstitial diseases"	"N10-N15"	1155	316128839	0.4
	"2013"	"2013"	"Renal failure"	"N17-N19"	46425	316128839	14.7
	"2013"	"2013"	"Urolithiasis"	"N20-N23"	422	316128839	0.1
	"2013"	"2013"	"Other disorders of kidney and ureter"	"N25-N28"	2457	316128839	0.8
	"2013"	"2013"	"Other diseases of urinary system"	"N30-N39"	11791	316128839	3.7
	"2013"	"2013"	"Diseases of male genital organs"	"N40-N50"	825	316128839	0.3
	"2013"	"2013"	"Disorders of breast"	"N60-N64"	51	316128839	0.0
	"2013"	"2013"	"Inflammatory diseases of female pelvic organs"	"N70-N76"	129	316128839	0.0
	"2013"	"2013"	"Noninflammatory disorders of female genital tract"	"N80-N98"	231	316128839	0.1
	"2013"	"2013"	"Pregnancy with abortive outcome"	"O00-O07"	27	316128839	0.0
	"2013"	"2013"	"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"	"O10-O16"	90	316128839	0.0
	"2013"	"2013"	"Other maternal disorders predominantly related to pregnancy"	"O20-O29"	272	316128839	0.1
	"2013"	"2013"	"Maternal care related to the fetus and amniotic cavity and possible delivery problems"	"O30-O48"	28	316128839	0.0
	"2013"	"2013"	"Complications of labour and delivery"	"O60-O75"	33	316128839	0.0
	"2013"	"2013"	"Complications predominantly related to the puerperium"	"O85-O92"	128	316128839	0.0
	"2013"	"2013"	"Other obstetric conditions, not elsewhere classified"	"O95-O99"	560	316128839	0.2
	"2013"	"2013"	"Newborn affected by maternal factors and by complications of pregnancy, labour and delivery"	"P00-P04"	2889	316128839	0.9
	"2013"	"2013"	"Disorders related to length of gestation and fetal growth"	"P05-P08"	4326	316128839	1.4
	"2013"	"2013"	"Birth trauma"	"P10-P15"	10	316128839	Unreliable
	"2013"	"2013"	"Respiratory and cardiovascular disorders specific to the perinatal period"	"P20-P29"	2551	316128839	0.8
	"2013"	"2013"	"Infections specific to the perinatal period"	"P35-P39"	759	316128839	0.2
	"2013"	"2013"	"Haemorrhagic and haematological disorders of newborn"	"P50-P61"	494	316128839	0.2
	"2013"	"2013"	"Transitory endocrine and metabolic disorders specific to newborn"	"P70-P74"	8	316128839	Unreliable
	"2013"	"2013"	"Digestive system disorders of newborn"	"P76-P78"	458	316128839	0.1
	"2013"	"2013"	"Conditions involving the integument and temperature regulation of newborn"	"P80-P83"	192	316128839	0.1
	"2013"	"2013"	"Other disorders originating in the perinatal period"	"P90-P96"	397	316128839	0.1
	"2013"	"2013"	"Congenital malformations of the nervous system"	"Q00-Q07"	1222	316128839	0.4
	"2013"	"2013"	"Congenital malformations of eye, ear, face and neck"	"Q10-Q18"	10	316128839	Unreliable
	"2013"	"2013"	"Congenital malformations of the circulatory system"	"Q20-Q28"	3051	316128839	1.0
	"2013"	"2013"	"Congenital malformations of the respiratory system"	"Q30-Q34"	416	316128839	0.1
	"2013"	"2013"	"Cleft lip and cleft palate"	"Q35-Q37"	6	316128839	Unreliable
	"2013"	"2013"	"Other congenital malformations of the digestive system"	"Q38-Q45"	199	316128839	0.1
	"2013"	"2013"	"Congenital malformations of genital organs"	"Q50-Q56"	4	316128839	Unreliable
	"2013"	"2013"	"Congenital malformations of the urinary system"	"Q60-Q64"	793	316128839	0.3
	"2013"	"2013"	"Congenital malformations and deformations of the musculoskeletal system"	"Q65-Q79"	689	316128839	0.2
	"2013"	"2013"	"Other congenital malformations"	"Q80-Q89"	1190	316128839	0.4
	"2013"	"2013"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	2003	316128839	0.6
	"2013"	"2013"	"Symptoms and signs involving the circulatory and respiratory systems"	"R00-R09"	2977	316128839	0.9
	"2013"	"2013"	"Symptoms and signs involving the digestive system and abdomen"	"R10-R19"	499	316128839	0.2
	"2013"	"2013"	"Symptoms and signs involving the skin and subcutaneous tissue"	"R20-R23"	24	316128839	0.0
	"2013"	"2013"	"Symptoms and signs involving the nervous and musculoskeletal systems"	"R25-R29"	59	316128839	0.0
	"2013"	"2013"	"Symptoms and signs involving the urinary system"	"R30-R39"	10	316128839	Unreliable
	"2013"	"2013"	"Symptoms and signs involving cognition, perception, emotional state and behaviour"	"R40-R46"	100	316128839	0.0
	"2013"	"2013"	"Symptoms and signs involving speech and voice"	"R47-R49"	20	316128839	0.0
	"2013"	"2013"	"General symptoms and signs"	"R50-R68"	20234	316128839	6.4
	"2013"	"2013"	"Abnormal findings on examination of blood, without diagnosis"	"R70-R79"	33	316128839	0.0
	"2013"	"2013"	"Abnormal findings on examination of urine, without diagnosis"	"R80-R82"	2	316128839	Unreliable
	"2013"	"2013"	"Abnormal findings on diagnostic imaging and in function studies, without diagnosis"	"R90-R94"	276	316128839	0.1
	"2013"	"2013"	"Ill-defined and unknown causes of mortality"	"R95-R99"	13518	316128839	4.3
	"2013"	"2013"	"Provisional assignment of new diseases of uncertain etiology"	"U00-U49"	3	316128839	Unreliable
	"2013"	"2013"	"Transport accidents"	"V01-V99"	37184	316128839	11.8
	"2013"	"2013"	"Other external causes of accidental injury"	"W00-X59"	91492	316128839	28.9
	"2013"	"2013"	"Intentional self-harm"	"X60-X84"	41060	316128839	13.0
	"2013"	"2013"	"Assault"	"X85-Y09"	15863	316128839	5.0
	"2013"	"2013"	"Event of undetermined intent"	"Y10-Y34"	4539	316128839	1.4
	"2013"	"2013"	"Legal intervention and operations of war"	"Y35-Y36"	514	316128839	0.2
	"2013"	"2013"	"Complications of medical and surgical care"	"Y40-Y84"	2424	316128839	0.8
	"2013"	"2013"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	2634	316128839	0.8
	"2014"	"2014"	"Intestinal infectious diseases"	"A00-A09"	9830	318857056	3.1
	"2014"	"2014"	"Tuberculosis"	"A16-A19"	493	318857056	0.2
	"2014"	"2014"	"Certain zoonotic bacterial diseases"	"A20-A28"	23	318857056	0.0
	"2014"	"2014"	"Other bacterial diseases"	"A30-A49"	41004	318857056	12.9
	"2014"	"2014"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	47	318857056	0.0
	"2014"	"2014"	"Other spirochaetal diseases"	"A65-A69"	15	318857056	Unreliable
	"2014"	"2014"	"Other diseases caused by chlamydiae"	"A70-A74"	1	318857056	Unreliable
	"2014"	"2014"	"Rickettsioses"	"A75-A79"	24	318857056	0.0
	"2014"	"2014"	"Viral infections of the central nervous system"	"A80-A89"	612	318857056	0.2
	"2014"	"2014"	"Arthropod-borne viral fevers and viral haemorrhagic fevers"	"A90-A99"	112	318857056	0.0
	"2014"	"2014"	"Viral infections characterized by skin and mucous membrane lesions"	"B00-B09"	426	318857056	0.1
	"2014"	"2014"	"Viral hepatitis"	"B15-B19"	8081	318857056	2.5
	"2014"	"2014"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	6721	318857056	2.1
	"2014"	"2014"	"Other viral diseases"	"B25-B34"	660	318857056	0.2
	"2014"	"2014"	"Mycoses"	"B35-B49"	965	318857056	0.3
	"2014"	"2014"	"Protozoal diseases"	"B50-B64"	180	318857056	0.1
	"2014"	"2014"	"Helminthiases"	"B65-B83"	18	318857056	Unreliable
	"2014"	"2014"	"Pediculosis, acariasis and other infestations"	"B85-B89"	4	318857056	Unreliable
	"2014"	"2014"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	927	318857056	0.3
	"2014"	"2014"	"Other infectious diseases"	"B99-B99"	270	318857056	0.1
	"2014"	"2014"	"Malignant neoplasms"	"C00-C97"	591700	318857056	185.6
	"2014"	"2014"	"In situ neoplasms"	"D00-D09"	72	318857056	0.0
	"2014"	"2014"	"Benign neoplasms"	"D10-D36"	1358	318857056	0.4
	"2014"	"2014"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	14609	318857056	4.6
	"2014"	"2014"	"Nutritional anaemias"	"D50-D53"	323	318857056	0.1
	"2014"	"2014"	"Haemolytic anaemias"	"D55-D59"	804	318857056	0.3
	"2014"	"2014"	"Aplastic and other anaemias"	"D60-D64"	4092	318857056	1.3
	"2014"	"2014"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	2885	318857056	0.9
	"2014"	"2014"	"Other diseases of blood and blood-forming organs"	"D70-D76"	1086	318857056	0.3
	"2014"	"2014"	"Certain disorders involving the immune mechanism"	"D80-D89"	1554	318857056	0.5
	"2014"	"2014"	"Disorders of thyroid gland"	"E00-E07"	2006	318857056	0.6
	"2014"	"2014"	"Diabetes mellitus"	"E10-E14"	76488	318857056	24.0
	"2014"	"2014"	"Other disorders of glucose regulation and pancreatic internal secretion"	"E15-E16"	402	318857056	0.1
	"2014"	"2014"	"Disorders of other endocrine glands"	"E20-E34"	629	318857056	0.2
	"2014"	"2014"	"Malnutrition"	"E40-E46"	3933	318857056	1.2
	"2014"	"2014"	"Other nutritional deficiencies"	"E50-E64"	177	318857056	0.1
	"2014"	"2014"	"Obesity and other hyperalimentation"	"E65-E68"	6893	318857056	2.2
	"2014"	"2014"	"Metabolic disorders"	"E70-E88"	22210	318857056	7.0
	"2014"	"2014"	"Organic, including symptomatic, mental disorders"	"F01-F09"	138143	318857056	43.3
	"2014"	"2014"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	10569	318857056	3.3
	"2014"	"2014"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	528	318857056	0.2
	"2014"	"2014"	"Mood [affective] disorders"	"F30-F39"	652	318857056	0.2
	"2014"	"2014"	"Neurotic, stress-related and somatoform disorders"	"F40-F48"	188	318857056	0.1
	"2014"	"2014"	"Behavioural syndromes associated with physiological disturbances and physical factors"	"F50-F59"	414	318857056	0.1
	"2014"	"2014"	"Mental retardation"	"F70-F79"	428	318857056	0.1
	"2014"	"2014"	"Disorders of psychological development"	"F80-F89"	91	318857056	0.0
	"2014"	"2014"	"Behavioural and emotional disorders with onset usually occurring in childhood and adolescence"	"F90-F98"	10	318857056	Unreliable
	"2014"	"2014"	"Unspecified mental disorder"	"F99-F99"	25	318857056	0.0
	"2014"	"2014"	"Inflammatory diseases of the central nervous system"	"G00-G09"	1299	318857056	0.4
	"2014"	"2014"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	8894	318857056	2.8
	"2014"	"2014"	"Extrapyramidal and movement disorders"	"G20-G25"	26593	318857056	8.3
	"2014"	"2014"	"Other degenerative diseases of the nervous system"	"G30-G31"	103135	318857056	32.3
	"2014"	"2014"	"Demyelinating diseases of the central nervous system"	"G35-G37"	4390	318857056	1.4
	"2014"	"2014"	"Episodic and paroxysmal disorders"	"G40-G47"	3441	318857056	1.1
	"2014"	"2014"	"Nerve, nerve root and plexus disorders"	"G50-G58"	41	318857056	0.0
	"2014"	"2014"	"Polyneuropathies and other disorders of the peripheral nervous system"	"G60-G64"	755	318857056	0.2
	"2014"	"2014"	"Diseases of myoneural junction and muscle"	"G70-G72"	2405	318857056	0.8
	"2014"	"2014"	"Cerebral palsy and other paralytic syndromes"	"G80-G83"	2753	318857056	0.9
	"2014"	"2014"	"Other disorders of the nervous system"	"G90-G98"	11728	318857056	3.7
	"2014"	"2014"	"Disorders of eyelid, lacrimal system and orbit"	"H00-H05"	8	318857056	Unreliable
	"2014"	"2014"	"Disorders of conjunctiva"	"H10-H11"	1	318857056	Unreliable
	"2014"	"2014"	"Disorders of choroid and retina"	"H30-H35"	1	318857056	Unreliable
	"2014"	"2014"	"Glaucoma"	"H40-H40"	5	318857056	Unreliable
	"2014"	"2014"	"Disorders of vitreous body and globe"	"H43-H44"	4	318857056	Unreliable
	"2014"	"2014"	"Disorders of optic nerve and visual pathways"	"H46-H47"	1	318857056	Unreliable
	"2014"	"2014"	"Disorders of ocular muscles, binocular movement, accommodation and refraction"	"H49-H52"	9	318857056	Unreliable
	"2014"	"2014"	"Visual disturbances and blindness"	"H53-H54"	5	318857056	Unreliable
	"2014"	"2014"	"Diseases of external ear"	"H60-H61"	7	318857056	Unreliable
	"2014"	"2014"	"Diseases of middle ear and mastoid"	"H65-H74"	44	318857056	0.0
	"2014"	"2014"	"Other disorders of ear"	"H90-H93"	5	318857056	Unreliable
	"2014"	"2014"	"Acute rheumatic fever"	"I00-I02"	23	318857056	0.0
	"2014"	"2014"	"Chronic rheumatic heart diseases"	"I05-I09"	3258	318857056	1.0
	"2014"	"2014"	"Hypertensive diseases"	"I10-I15"	73345	318857056	23.0
	"2014"	"2014"	"Ischaemic heart diseases"	"I20-I25"	364593	318857056	114.3
	"2014"	"2014"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	15912	318857056	5.0
	"2014"	"2014"	"Other forms of heart disease"	"I30-I51"	187438	318857056	58.8
	"2014"	"2014"	"Cerebrovascular diseases"	"I60-I69"	133103	318857056	41.7
	"2014"	"2014"	"Diseases of arteries, arterioles and capillaries"	"I70-I78"	25555	318857056	8.0
	"2014"	"2014"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	3939	318857056	1.2
	"2014"	"2014"	"Other and unspecified disorders of the circulatory system"	"I95-I99"	609	318857056	0.2
	"2014"	"2014"	"Acute upper respiratory infections"	"J00-J06"	196	318857056	0.1
	"2014"	"2014"	"Influenza and pneumonia"	"J09-J18"	55227	318857056	17.3
	"2014"	"2014"	"Other acute lower respiratory infections"	"J20-J22"	289	318857056	0.1
	"2014"	"2014"	"Other diseases of upper respiratory tract"	"J30-J39"	495	318857056	0.2
	"2014"	"2014"	"Chronic lower respiratory diseases"	"J40-J47"	147101	318857056	46.1
	"2014"	"2014"	"Lung diseases due to external agents"	"J60-J70"	19669	318857056	6.2
	"2014"	"2014"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	20475	318857056	6.4
	"2014"	"2014"	"Suppurative and necrotic conditions of lower respiratory tract"	"J85-J86"	830	318857056	0.3
	"2014"	"2014"	"Other diseases of pleura"	"J90-J94"	1707	318857056	0.5
	"2014"	"2014"	"Other diseases of the respiratory system"	"J96-J98"	12344	318857056	3.9
	"2014"	"2014"	"Diseases of oral cavity, salivary glands and jaws"	"K00-K14"	208	318857056	0.1
	"2014"	"2014"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	6119	318857056	1.9
	"2014"	"2014"	"Diseases of appendix"	"K35-K38"	387	318857056	0.1
	"2014"	"2014"	"Hernia"	"K40-K46"	1979	318857056	0.6
	"2014"	"2014"	"Noninfective enteritis and colitis"	"K50-K52"	1182	318857056	0.4
	"2014"	"2014"	"Other diseases of intestines"	"K55-K63"	21099	318857056	6.6
	"2014"	"2014"	"Diseases of peritoneum"	"K65-K66"	2036	318857056	0.6
	"2014"	"2014"	"Diseases of liver"	"K70-K76"	50681	318857056	15.9
	"2014"	"2014"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	8493	318857056	2.7
	"2014"	"2014"	"Other diseases of the digestive system"	"K90-K92"	8791	318857056	2.8
	"2014"	"2014"	"Infections of the skin and subcutaneous tissue"	"L00-L08"	2346	318857056	0.7
	"2014"	"2014"	"Bullous disorders"	"L10-L13"	143	318857056	0.0
	"2014"	"2014"	"Dermatitis and eczema"	"L20-L30"	26	318857056	0.0
	"2014"	"2014"	"Papulosquamous disorders"	"L40-L44"	57	318857056	0.0
	"2014"	"2014"	"Urticaria and erythema"	"L50-L53"	119	318857056	0.0
	"2014"	"2014"	"Radiation-related disorders of the skin and subcutaneous tissue"	"L55-L59"	2	318857056	Unreliable
	"2014"	"2014"	"Disorders of skin appendages"	"L60-L75"	16	318857056	Unreliable
	"2014"	"2014"	"Other disorders of the skin and subcutaneous tissue"	"L80-L98"	1748	318857056	0.5
	"2014"	"2014"	"Arthropathies"	"M00-M25"	3639	318857056	1.1
	"2014"	"2014"	"Systemic connective tissue disorders"	"M30-M35"	3903	318857056	1.2
	"2014"	"2014"	"Dorsopathies"	"M40-M54"	1329	318857056	0.4
	"2014"	"2014"	"Soft tissue disorders"	"M60-M79"	1782	318857056	0.6
	"2014"	"2014"	"Osteopathies and chondropathies"	"M80-M94"	2688	318857056	0.8
	"2014"	"2014"	"Other disorders of the musculoskeletal system and connective tissue"	"M95-M99"	3	318857056	Unreliable
	"2014"	"2014"	"Glomerular diseases"	"N00-N07"	708	318857056	0.2
	"2014"	"2014"	"Renal tubulo-interstitial diseases"	"N10-N15"	1268	318857056	0.4
	"2014"	"2014"	"Renal failure"	"N17-N19"	47364	318857056	14.9
	"2014"	"2014"	"Urolithiasis"	"N20-N23"	416	318857056	0.1
	"2014"	"2014"	"Other disorders of kidney and ureter"	"N25-N28"	2890	318857056	0.9
	"2014"	"2014"	"Other diseases of urinary system"	"N30-N39"	12199	318857056	3.8
	"2014"	"2014"	"Diseases of male genital organs"	"N40-N50"	847	318857056	0.3
	"2014"	"2014"	"Disorders of breast"	"N60-N64"	90	318857056	0.0
	"2014"	"2014"	"Inflammatory diseases of female pelvic organs"	"N70-N76"	129	318857056	0.0
	"2014"	"2014"	"Noninflammatory disorders of female genital tract"	"N80-N98"	254	318857056	0.1
	"2014"	"2014"	"Pregnancy with abortive outcome"	"O00-O07"	28	318857056	0.0
	"2014"	"2014"	"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"	"O10-O16"	75	318857056	0.0
	"2014"	"2014"	"Other maternal disorders predominantly related to pregnancy"	"O20-O29"	293	318857056	0.1
	"2014"	"2014"	"Maternal care related to the fetus and amniotic cavity and possible delivery problems"	"O30-O48"	34	318857056	0.0
	"2014"	"2014"	"Complications of labour and delivery"	"O60-O75"	26	318857056	0.0
	"2014"	"2014"	"Complications predominantly related to the puerperium"	"O85-O92"	92	318857056	0.0
	"2014"	"2014"	"Other obstetric conditions, not elsewhere classified"	"O95-O99"	575	318857056	0.2
	"2014"	"2014"	"Newborn affected by maternal factors and by complications of pregnancy, labour and delivery"	"P00-P04"	2854	318857056	0.9
	"2014"	"2014"	"Disorders related to length of gestation and fetal growth"	"P05-P08"	4289	318857056	1.3
	"2014"	"2014"	"Birth trauma"	"P10-P15"	18	318857056	Unreliable
	"2014"	"2014"	"Respiratory and cardiovascular disorders specific to the perinatal period"	"P20-P29"	2415	318857056	0.8
	"2014"	"2014"	"Infections specific to the perinatal period"	"P35-P39"	712	318857056	0.2
	"2014"	"2014"	"Haemorrhagic and haematological disorders of newborn"	"P50-P61"	560	318857056	0.2
	"2014"	"2014"	"Transitory endocrine and metabolic disorders specific to newborn"	"P70-P74"	9	318857056	Unreliable
	"2014"	"2014"	"Digestive system disorders of newborn"	"P76-P78"	471	318857056	0.1
	"2014"	"2014"	"Conditions involving the integument and temperature regulation of newborn"	"P80-P83"	180	318857056	0.1
	"2014"	"2014"	"Other disorders originating in the perinatal period"	"P90-P96"	389	318857056	0.1
	"2014"	"2014"	"Congenital malformations of the nervous system"	"Q00-Q07"	1263	318857056	0.4
	"2014"	"2014"	"Congenital malformations of eye, ear, face and neck"	"Q10-Q18"	3	318857056	Unreliable
	"2014"	"2014"	"Congenital malformations of the circulatory system"	"Q20-Q28"	2921	318857056	0.9
	"2014"	"2014"	"Congenital malformations of the respiratory system"	"Q30-Q34"	357	318857056	0.1
	"2014"	"2014"	"Cleft lip and cleft palate"	"Q35-Q37"	3	318857056	Unreliable
	"2014"	"2014"	"Other congenital malformations of the digestive system"	"Q38-Q45"	195	318857056	0.1
	"2014"	"2014"	"Congenital malformations of genital organs"	"Q50-Q56"	4	318857056	Unreliable
	"2014"	"2014"	"Congenital malformations of the urinary system"	"Q60-Q64"	863	318857056	0.3
	"2014"	"2014"	"Congenital malformations and deformations of the musculoskeletal system"	"Q65-Q79"	630	318857056	0.2
	"2014"	"2014"	"Other congenital malformations"	"Q80-Q89"	1164	318857056	0.4
	"2014"	"2014"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	2206	318857056	0.7
	"2014"	"2014"	"Symptoms and signs involving the circulatory and respiratory systems"	"R00-R09"	3464	318857056	1.1
	"2014"	"2014"	"Symptoms and signs involving the digestive system and abdomen"	"R10-R19"	458	318857056	0.1
	"2014"	"2014"	"Symptoms and signs involving the skin and subcutaneous tissue"	"R20-R23"	35	318857056	0.0
	"2014"	"2014"	"Symptoms and signs involving the nervous and musculoskeletal systems"	"R25-R29"	73	318857056	0.0
	"2014"	"2014"	"Symptoms and signs involving the urinary system"	"R30-R39"	9	318857056	Unreliable
	"2014"	"2014"	"Symptoms and signs involving cognition, perception, emotional state and behaviour"	"R40-R46"	89	318857056	0.0
	"2014"	"2014"	"Symptoms and signs involving speech and voice"	"R47-R49"	28	318857056	0.0
	"2014"	"2014"	"General symptoms and signs"	"R50-R68"	14401	318857056	4.5
	"2014"	"2014"	"Abnormal findings on examination of blood, without diagnosis"	"R70-R79"	27	318857056	0.0
	"2014"	"2014"	"Abnormal findings on diagnostic imaging and in function studies, without diagnosis"	"R90-R94"	347	318857056	0.1
	"2014"	"2014"	"Ill-defined and unknown causes of mortality"	"R95-R99"	13311	318857056	4.2
	"2014"	"2014"	"Transport accidents"	"V01-V99"	37195	318857056	11.7
	"2014"	"2014"	"Other external causes of accidental injury"	"W00-X59"	96940	318857056	30.4
	"2014"	"2014"	"Intentional self-harm"	"X60-X84"	42756	318857056	13.4
	"2014"	"2014"	"Assault"	"X85-Y09"	15625	318857056	4.9
	"2014"	"2014"	"Event of undetermined intent"	"Y10-Y34"	4549	318857056	1.4
	"2014"	"2014"	"Legal intervention and operations of war"	"Y35-Y36"	513	318857056	0.2
	"2014"	"2014"	"Complications of medical and surgical care"	"Y40-Y84"	2465	318857056	0.8
	"2014"	"2014"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	2249	318857056	0.7
	"2015"	"2015"	"Intestinal infectious diseases"	"A00-A09"	10131	321418820	3.2
	"2015"	"2015"	"Tuberculosis"	"A16-A19"	470	321418820	0.1
	"2015"	"2015"	"Certain zoonotic bacterial diseases"	"A20-A28"	30	321418820	0.0
	"2015"	"2015"	"Other bacterial diseases"	"A30-A49"	43030	321418820	13.4
	"2015"	"2015"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	54	321418820	0.0
	"2015"	"2015"	"Other spirochaetal diseases"	"A65-A69"	12	321418820	Unreliable
	"2015"	"2015"	"Other diseases caused by chlamydiae"	"A70-A74"	1	321418820	Unreliable
	"2015"	"2015"	"Rickettsioses"	"A75-A79"	16	321418820	Unreliable
	"2015"	"2015"	"Viral infections of the central nervous system"	"A80-A89"	679	321418820	0.2
	"2015"	"2015"	"Arthropod-borne viral fevers and viral haemorrhagic fevers"	"A90-A99"	120	321418820	0.0
	"2015"	"2015"	"Viral infections characterized by skin and mucous membrane lesions"	"B00-B09"	422	321418820	0.1
	"2015"	"2015"	"Viral hepatitis"	"B15-B19"	7461	321418820	2.3
	"2015"	"2015"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	6465	321418820	2.0
	"2015"	"2015"	"Other viral diseases"	"B25-B34"	721	321418820	0.2
	"2015"	"2015"	"Mycoses"	"B35-B49"	1037	321418820	0.3
	"2015"	"2015"	"Protozoal diseases"	"B50-B64"	155	321418820	0.0
	"2015"	"2015"	"Helminthiases"	"B65-B83"	25	321418820	0.0
	"2015"	"2015"	"Pediculosis, acariasis and other infestations"	"B85-B89"	5	321418820	Unreliable
	"2015"	"2015"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	954	321418820	0.3
	"2015"	"2015"	"Other infectious diseases"	"B99-B99"	302	321418820	0.1
	"2015"	"2015"	"Malignant neoplasms"	"C00-C97"	595930	321418820	185.4
	"2015"	"2015"	"In situ neoplasms"	"D00-D09"	98	321418820	0.0
	"2015"	"2015"	"Benign neoplasms"	"D10-D36"	1535	321418820	0.5
	"2015"	"2015"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	14644	321418820	4.6
	"2015"	"2015"	"Nutritional anaemias"	"D50-D53"	345	321418820	0.1
	"2015"	"2015"	"Haemolytic anaemias"	"D55-D59"	865	321418820	0.3
	"2015"	"2015"	"Aplastic and other anaemias"	"D60-D64"	4040	321418820	1.3
	"2015"	"2015"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	2765	321418820	0.9
	"2015"	"2015"	"Other diseases of blood and blood-forming organs"	"D70-D76"	1102	321418820	0.3
	"2015"	"2015"	"Certain disorders involving the immune mechanism"	"D80-D89"	1582	321418820	0.5
	"2015"	"2015"	"Disorders of thyroid gland"	"E00-E07"	1949	321418820	0.6
	"2015"	"2015"	"Diabetes mellitus"	"E10-E14"	79535	321418820	24.7
	"2015"	"2015"	"Other disorders of glucose regulation and pancreatic internal secretion"	"E15-E16"	460	321418820	0.1
	"2015"	"2015"	"Disorders of other endocrine glands"	"E20-E34"	681	321418820	0.2
	"2015"	"2015"	"Malnutrition"	"E40-E46"	5010	321418820	1.6
	"2015"	"2015"	"Other nutritional deficiencies"	"E50-E64"	212	321418820	0.1
	"2015"	"2015"	"Obesity and other hyperalimentation"	"E65-E68"	7431	321418820	2.3
	"2015"	"2015"	"Metabolic disorders"	"E70-E88"	23254	321418820	7.2
	"2015"	"2015"	"Organic, including symptomatic, mental disorders"	"F01-F09"	122636	321418820	38.2
	"2015"	"2015"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	11617	321418820	3.6
	"2015"	"2015"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	558	321418820	0.2
	"2015"	"2015"	"Mood [affective] disorders"	"F30-F39"	627	321418820	0.2
	"2015"	"2015"	"Neurotic, stress-related and somatoform disorders"	"F40-F48"	184	321418820	0.1
	"2015"	"2015"	"Behavioural syndromes associated with physiological disturbances and physical factors"	"F50-F59"	469	321418820	0.1
	"2015"	"2015"	"Disorders of adult personality and behaviour"	"F60-F69"	5	321418820	Unreliable
	"2015"	"2015"	"Mental retardation"	"F70-F79"	417	321418820	0.1
	"2015"	"2015"	"Disorders of psychological development"	"F80-F89"	103	321418820	0.0
	"2015"	"2015"	"Behavioural and emotional disorders with onset usually occurring in childhood and adolescence"	"F90-F98"	14	321418820	Unreliable
